"","hr0","hr0.25","hr0.5","hr1","hr12","hr2","hr24","hr4","hr8"
"AT1G06000",-0.886168370301148,-0.160401146187007,-0.81953922764643,2.05924159148326,-0.129924845362544,-0.24212290925067,-0.470384964071306,1.26520707628317,-0.615907204947325
"AT1G06002",-2.05677600245271,-0.0973737457165993,-0.772305049970458,1.42852172523241,-0.0780123034242097,0.0836014717100778,0.122612414193776,0.404802973587388,0.964928516840318
"AT1G06040",-0.91900538629471,0.70744546579072,-0.408838491605815,2.07066322383859,-0.443541623878194,-0.839989897730975,-0.750135294945993,0.823189856187786,-0.239787851361414
"AT1G06160",-1.04535378693951,-0.443340278959476,-1.17066346145093,-1.13104956207121,0.714677705149028,1.53768538504746,1.02430280640647,0.209136992372188,0.304604200445972
"AT1G06850",1.54273749111028,-0.914222762515842,0.944590750967852,-1.25786320799947,0.781437192450628,0.133195445328868,0.414332780441164,-0.541105616919766,-1.10310207286372
"AT1G07010",-0.878365426005279,-0.0680052508818979,-0.236609636349084,1.3842959314637,0.0068125331375304,-0.639782078434005,-0.971488015310954,1.90863973077911,-0.505497788399121
"AT1G07050",-0.894408625807132,0.147657928647841,0.428705204388976,1.58717619430332,-1.00457593816003,0.554825304959053,1.09066803047939,-0.68612688968987,-1.22392120912155
"AT1G07128",-1.42787949546377,0.603676614868486,-0.189263406305649,1.12551695220114,-0.707083937377364,-0.294253099928538,-0.472930488245601,-0.449398630717665,1.81161549096897
"AT1G07135",-0.485962437368061,1.21007629170377,2.19199801547198,-0.28466476155033,-0.544250090727244,-0.422789376776788,-0.468737521960336,-0.64354694007029,-0.552123178722703
"AT1G07150",-0.570544960942764,1.40174089697272,-0.151463531477622,2.04307899767486,-0.593919019957857,-0.56690584933739,-0.590695028289968,-0.391460671317698,-0.579830833324278
"AT1G07160",-0.701661208945794,2.37954098504476,-0.109264178671167,0.523848795757247,-0.569597435443178,-0.862467557859753,-0.693904515686435,-0.0493675097376115,0.0828726255419334
"AT1G07560",-0.0142335768608194,-1.10040829899762,-2.17162208854521,0.740148046572474,0.209701114589227,0.431592641806186,0.495442410783637,0.872397605299896,0.536982145352233
"AT1G07620",-0.473355640846971,0.352214724066824,-0.955292287809747,2.35458797211719,-0.680199465165734,-0.404974848771774,-0.206965110455596,-0.505649392963231,0.519634049829044
"AT1G07640",-1.34359833885218,-1.12655908059348,-1.07748135907482,-0.265055650714388,0.834140435738653,0.841935810703773,0.0995004588798893,0.698467674245361,1.33865004966719
"AT1G07690",-0.265262700669517,0.201493355525458,-0.193361751185357,2.31872147651855,-0.0476593025211471,-0.661616204785268,0.137535987105691,-0.0717141990205089,-1.41813666096791
"AT1G08000",-0.712349285293432,-1.21002280871696,-0.239136089036092,-0.974875359021368,1.55689042481359,-0.161113532301779,-0.201710764636773,1.53860218311161,0.403715231081202
"AT1G08320",1.88628186613238,-0.197764763520151,-0.0402762325595211,-0.856568872353017,-0.284489920775555,-0.411178825246655,1.18223317985427,-1.41464235835162,0.136405926819878
"AT1G08920",-1.59614034531317,-0.264627503158936,-1.19029778804792,-0.348173541078061,0.0640515673087011,1.15664636884461,0.0659056885759203,1.42127199853033,0.691363554338531
"AT1G09070",-0.779762898368934,1.72512891294682,1.65356761096852,0.213192786465765,-0.580880877549168,-0.667021256823451,-0.45609650162534,-0.427918150745813,-0.680209625268406
"AT1G09350",-0.736226212083117,-0.423038613310072,-0.637365674166518,0.445695947194066,-0.020977531117133,-0.507848758844369,0.0245464713741207,2.45964280636065,-0.60442843540763
"AT1G09540",0.363103200714169,0.753111748140441,-0.0995428825026508,2.14621789023315,-0.447916204743865,-0.398739606708987,-0.502996774375056,-0.443868263545898,-1.3693691072113
"AT1G09950",-0.838837906413288,2.05631011123665,0.962818433057286,0.475557806841841,-0.530379382643274,0.033858191486549,-0.649434275818901,-0.566979492953752,-0.942913484793108
"AT1G10120",0.188647801714438,1.30240254039322,1.14922643423495,0.836978360869539,0.0676857923906067,-1.14920649775045,-0.975144312727789,-0.0168601523461909,-1.40372996677832
"AT1G10370",-0.420591399232595,0.206547842155889,-0.147916227619066,1.66480640440091,-0.467560122868139,-0.911164915940331,-0.750436028171323,1.64474061534554,-0.818426168070883
"AT1G10480",1.18788103289708,-0.464868147874338,-0.726619286526945,0.912281400713454,-0.911158128302435,-0.767249310081264,-1.02479342243302,1.5804025885209,0.214123273086571
"AT1G11185",-1.63448830885528,2.03169210929936,0.456886449269181,-0.57536060012076,-0.262952753082543,0.337625946652169,-0.39050217998706,-0.384299267512328,0.42139860433726
"AT1G12010",0.72217394034733,-0.575170676600254,-1.16203667856862,-0.112080647769621,-0.128378698283567,-0.0317339272410872,-0.306584287430471,-0.686865621297069,2.28067659684336
"AT1G12240",-0.749251356432549,0.0239249421438888,-0.696037273437759,2.32990372364005,-0.373947414373293,-0.364956791764391,-0.464041231496597,0.851982486041298,-0.557577084320653
"AT1G12370",-0.858485181136995,-0.16703436419239,-0.847459482794293,1.94678605705983,-0.142538659693116,-0.158209809118495,-0.693321311275254,1.40285492162475,-0.48259217047404
"AT1G12610",-0.565772271271703,1.41323727447799,2.05545865962473,-0.596567029876652,-0.409483474979667,-0.38723841676849,-0.379936818060488,-0.594586381798556,-0.535111541347162
"AT1G12860",-1.12974221126348,-0.475064037159479,0.441558375046679,-0.658080326770002,0.70072320001264,-0.219630173125316,-0.336624025152566,2.21891115389783,-0.542051955486305
"AT1G13110",-0.547427894014905,-0.00773241815262532,-0.948312865850273,2.43750993231993,-0.461760094142814,-0.326771700940363,-0.151280442267283,0.511123105049483,-0.505347622001147
"AT1G13260",-0.414599639039049,0.15276924483273,0.591916902833906,-2.16053420020852,-0.0116786273501707,0.479670248726362,0.687461451793278,-0.625794701042679,1.30078931945414
"AT1G13340",-0.642396632312893,0.679866485401863,2.22268225583271,-0.657391029112425,-0.563645601535772,-0.201738693949267,-0.129014146999403,-1.10474791310871,0.396385275783897
"AT1G13480",-0.894720913269637,-0.424453865894856,-0.647472538007825,0.556132178376507,-0.233945173150998,-0.714805228210835,-0.572453969031853,0.724260243225877,2.20745926596362
"AT1G13670",-0.873441041154717,1.27628884319319,-0.0534177524832268,1.93996661169118,-0.236519710834178,-0.588466304439281,-0.811478561715853,0.206437256362882,-0.859369340620001
"AT1G13740",-0.689294050911125,0.568087494375447,0.110923235279546,2.24238540085422,-0.620811265973326,-0.786263494971729,-0.772792340567029,0.502732631705903,-0.554967609791911
"AT1G13930",-0.996798834437301,0.02582913518235,-0.494448129616027,1.81044101619356,-0.418283084075502,-0.269826486556432,0.0322835958881295,1.41762974572827,-1.10682695830705
"AT1G14345",-1.03446370794784,-0.141750946057214,-0.491821199792136,0.918707508060351,0.243736318540086,-0.200280934137165,-0.809947230555965,2.15781904644656,-0.641998854556679
"AT1G14350",1.85888053948093,-0.0646000887591437,1.04066917794113,-0.0123832376950474,-0.651809257471987,0.613364692904177,-0.722766214542268,-1.09845778526916,-0.962897826588629
"AT1G14430",-0.57035255938799,0.0116062649420713,-0.134261761021,1.17586319901841,0.306592386305218,-0.769760395138201,-0.81067000907515,1.91492225078832,-1.12393937643168
"AT1G14920",0.798967286679114,-1.294627072832,-0.458579397077742,-1.83794889188795,0.933955408943815,0.456668199222821,0.914796934578706,0.0686017196072781,0.418165812765965
"AT1G15010",-0.872382090047591,0.633022940066816,1.64248440573878,-0.965240344924583,-0.818237615416392,0.202696436954849,-0.389269168232991,-0.761993199041008,1.32891863490212
"AT1G15100",-0.360252925317114,0.544766287470236,-0.812501875042375,2.36236252186548,-0.584617854022169,-0.566619328559288,-0.487998719260846,0.414506514777189,-0.509644621911115
"AT1G15580",-0.842014423051218,-1.047247301799,-0.380216791433175,2.0699405315083,0.632431173511836,0.37104888538991,0.313782607020057,-0.0567139724038424,-1.06101070874287
"AT1G15640",-0.35432364872674,0.464209087447068,-0.217015236332447,2.51177787539168,-0.535030343395987,-0.49342573849462,-0.523717604262899,-0.165969913956856,-0.686504477669199
"AT1G15760",2.12876825375382,-0.484372999181033,0.965588532282842,-0.239964705909673,0.371454072227849,-0.751939445722022,-0.457933442714095,-0.48491718123066,-1.04668308350703
"AT1G16720",-0.742472435619938,-0.370298846621602,-0.690600359776716,1.47476805509922,-0.145704792155315,-0.396686904881057,-0.635456245023504,1.96620775990169,-0.459756230922778
"AT1G17100",-0.736636471861543,0.450892728412284,0.267232128836775,2.07845115135468,-0.450937836844401,-0.790207323730067,-0.74973743882413,0.822917463119632,-0.891974400463225
"AT1G17380",-1.06162717421583,-0.581555676000745,-0.644530283977256,-0.657056312157685,-0.016828295764992,0.816017774851359,0.224224677281649,-0.289392447619104,2.2107477376026
"AT1G17420",-1.2677133234185,2.19849126861118,0.0699860066390183,-0.563948178753717,-0.184480099238057,0.0372617721851323,-0.413232699277631,-0.653297061261527,0.776932314514097
"AT1G17750",-1.49482847130069,1.07699638891485,0.321953686674727,-0.933238534953059,-0.0195817023875749,1.06205868551086,-0.180956291305097,-1.02431666628976,1.19191290513574
"AT1G17920",0.396963821939802,0.739395147125502,0.758436653869889,0.750626519020997,-0.118800071270862,-1.14244524835811,-1.03633148437072,1.18682574163817,-1.53467107959467
"AT1G17950",1.95119091739156,-0.453249489868351,-1.01711876842045,0.0247189098286804,0.708604614031926,-0.238216140146017,-1.39263345717949,-0.220111271363702,0.636814685725837
"AT1G18100",1.99337032420527,0.0613027732403138,-0.99562330065533,0.366458825984936,-0.432261437431135,0.41745168123953,0.582657237905783,-1.32057564379525,-0.67278046069412
"AT1G18300",-0.458558257154402,0.350179252849037,2.57618378651367,-0.314471976744806,-0.431089688791541,-0.441857254791104,-0.462611267661269,-0.440670215315405,-0.37710437890418
"AT1G18330",-0.730160306554708,1.42900538009094,-0.421466428822985,1.92157172560126,-0.723916067905023,-0.70166579164252,-0.721383921625853,-0.117103176141666,0.0651185870005612
"AT1G18710",-1.39403520313319,-0.900285408104367,-0.983796345593987,0.212105268736998,-0.0891592378862608,0.299155526661659,-0.019082894484416,1.40286855766931,1.47222973613425
"AT1G18810",-1.07025778910525,0.041122631235481,-0.478736034818387,2.2427609704032,-0.431338433888908,0.350323300681694,-0.928065193459802,0.576423022992475,-0.302232474040504
"AT1G18830",-0.231274359150818,-0.0286453164552717,-0.425413576344824,2.62618811660898,-0.555540237411401,-0.502491876361688,-0.400442209249895,-0.118657858223519,-0.363722683411564
"AT1G19020",-1.16277761654834,1.2409335825276,0.984721710106414,0.0114783882294195,-0.78267209846547,-0.601754147736381,-0.497514513738602,-0.734171311259777,1.54175600688513
"AT1G19180",-2.22096845988227,1.0150221303182,0.491922186951417,-0.670720968879847,0.143784167548725,0.807180757057489,-0.0435467124975641,-0.289135592109806,0.76646249149366
"AT1G19220",-0.545585166584218,-0.0910301462034464,-1.02022346371503,2.47720183621857,-0.233994514273749,0.0160429535345404,-0.169567230357293,0.195417974281286,-0.628262242900651
"AT1G19380",-0.628934671241061,1.33464215287224,0.771250504064107,1.72194723229815,-0.902124264828047,-0.632651726091615,-0.631249117790963,-0.274294036975504,-0.758586072307305
"AT1G19490",-0.085312238288548,0.43612060993726,0.230418525199495,2.20669774237634,-0.389704030681069,-0.771461054180687,-0.965767763837207,0.37012139532363,-1.03111318584922
"AT1G19510",0.356334862306757,0.529331132994851,2.13619846263194,0.159166682015262,-0.373862608384572,-0.353966978486242,-0.56844038941312,-0.376782030305051,-1.50797913335983
"AT1G19670",-1.19747387502913,-1.04958937748144,-1.1689347048587,0.245309321121419,0.107941565227195,0.89296909394214,-0.211516376918847,0.773054260443305,1.60824009355405
"AT1G19700",-0.0769230352171597,-1.30816550551809,-1.136488022567,0.672634801978218,-0.0730496278696733,0.550754559019125,-0.0731370289526688,1.98345999172616,-0.539086132598905
"AT1G20310",-0.744207451330574,1.58830601491707,1.82557255126004,0.0567554615124419,-0.685879893709314,-0.550348443833666,-0.702789380419815,-0.465360006233639,-0.322048852162554
"AT1G20510",-1.76134684295079,1.63201385380665,0.889697818814483,-0.183664526946952,-0.24258932959988,0.556783529696376,0.0529582002838435,-1.01589427212084,0.0720415690171105
"AT1G20520",-0.596723579125108,0.678033267040552,2.42881963413439,-0.429497838579596,-0.463316824331915,-0.125068286012044,-0.242807497041529,-0.500723749870047,-0.748715126214702
"AT1G21120",-0.514305511020915,-0.180728979429461,-0.426612680293328,-0.106330526835445,-0.397005840405317,-0.435663648481671,-0.418428992411221,-0.159410389500162,2.63848656837752
"AT1G21450",-0.155611522129967,-0.430027003328924,-0.490957706108797,-0.21742929969826,-0.708137369481348,0.672644440624823,-0.0618127682418012,-0.974201996086036,2.36553322445031
"AT1G22065",1.06464758526355,0.352823710781388,-0.804162987679174,-0.20674606645384,-0.756952147018027,0.585624775558911,-0.466461149326664,-1.44841486080476,1.67964113967861
"AT1G22070",-0.0324441717858985,-0.87055457500807,-0.853210941593756,-0.0511777106242595,0.214756553331286,1.08106014792492,2.00284615019299,-1.03918387185474,-0.452091580582467
"AT1G22220",-0.544355801610815,-0.0836948490992189,-0.422926612677339,2.61832907957153,-0.374825855889627,-0.288822164922491,-0.510239042683953,0.0274260979207067,-0.420890850608791
"AT1G22570",-1.50663999738766,1.03547138157871,-0.479154502649597,2.02180399809463,-0.492799094386209,-0.0484422287210943,-0.146200352499701,-0.181081207609095,-0.202957996419986
"AT1G22590",-1.13217841898563,-0.680941975276277,-0.700163763988136,-0.84531264598463,0.993109157031812,0.834018721851509,-0.251597493180426,1.81751648039574,-0.0344500618639617
"AT1G22680",-0.510907233481189,0.0230123247236418,-0.317823092429511,1.73738530831224,-0.0291931271876777,-0.817301331094494,-0.666539879326287,1.5823533795615,-1.00098634907822
"AT1G22770",-0.701861246063243,0.00739377259663543,-0.832888098443908,2.3989101681157,-0.533145909857186,-0.285746246249123,0.214908566841845,0.418928369957993,-0.686499376898718
"AT1G22810",-0.618582006001312,1.80151954905536,-0.326900408407035,1.69893930146247,-0.527126979214319,-0.587358964276612,-0.5816516275484,-0.273453298208744,-0.585385566861406
"AT1G23010",-0.308587852824,0.252723723383459,-0.35154328864274,1.83250331176551,-0.436541323043312,-1.01708171621041,-0.859663632428549,1.44428703342399,-0.55609625542394
"AT1G23160",2.27523960564611,-0.192918062517663,0.253560544456467,-1.03679348932581,0.618104549616776,-0.316287359454423,-0.251080736516239,-0.36613479909419,-0.983690252811031
"AT1G24140",-0.484197437552567,0.76345796085822,2.39458225966843,-0.52261194748267,-0.686393534441663,-0.492385232534995,-0.381188360976197,-0.561955983062545,-0.0293077244760146
"AT1G24625",-0.665653138246065,-0.897990306433714,-0.341720774586478,-1.14755509085448,0.978123704981306,0.4250849819403,0.548576045777985,1.82967947179872,-0.728544894377576
"AT1G25250",0.598401528960645,-0.652473753458703,0.254843542874404,-0.321702490359229,1.48474733839477,-0.499806864035746,0.862184821499892,0.223235894446104,-1.94943001832213
"AT1G25440",-0.895728902659761,-1.04357698786393,-0.841631340906662,-0.344147535813438,0.140882795354243,0.344749606696405,-0.317297234570264,2.05771670095454,0.899032898808866
"AT1G25560",-1.26494409014062,-0.140373526815574,0.367734762241733,-0.393045927867779,-0.592175107565365,0.723509834155491,0.490026565879821,-1.11996078404482,1.92922827415711
"AT1G26780",1.15035935011303,-1.71213150172605,0.06044105489941,0.0551274301399329,0.993164560757363,0.266874257795279,0.438765090981839,0.296730411091104,-1.5493306540519
"AT1G26790",-0.681132188826559,1.11802294013677,-0.227884627742175,2.13626266669716,-0.496532183118833,-0.825385686179528,-0.830669207880333,0.0343378868787595,-0.227019599965259
"AT1G26945",0.143501302766658,-1.38361784938815,-0.626419394308028,-1.64434179767218,1.30366448837765,0.719978634765279,0.59041294280479,0.455673265121154,0.441148407532831
"AT1G26960",0.677719127487002,0.82073463446258,0.276309672174782,0.874064399755691,0.521160113110256,-0.128155717951991,-0.335119636236252,-0.362580746131053,-2.34413184667102
"AT1G27660",1.22361569974531,-0.273677652726423,1.57819967915986,-0.0241682094618863,0.755250613594037,-0.902113779306097,-0.581526940470522,-0.323059961102585,-1.4525194494317
"AT1G27730",-0.68543513656058,1.21410104927581,2.13143406063751,-0.0783489225243628,-0.622732572080499,-0.590518017165576,-0.588531242218498,-0.634867446603173,-0.145101772760635
"AT1G27740",0.538562251361148,0.516933637840059,-0.290992871891972,1.7529744238986,0.25172786157042,-1.15781091333921,-0.619613192313273,0.505484862048846,-1.49726605917462
"AT1G28370",-0.559484584464774,0.632591271651108,2.4757574590563,-0.564216945073116,-0.445564187582734,-0.296078650746151,-0.381793140945958,-0.565311078692006,-0.295900143202666
"AT1G28480",-1.29550732348535,0.884232492242608,1.25226683574534,-0.454826918963257,-0.748803011810288,0.166392508722514,-0.447199229409313,-0.855002760227658,1.49844740718541
"AT1G28600",-1.74017873091522,0.356313511448367,-0.215343135524789,-0.0450461518097526,-0.167145743489299,-0.0400387857454024,-0.519837598952807,2.10356218993197,0.267714445056933
"AT1G29280",-0.405176708337343,-0.0606819041880988,-1.25159988128211,2.13629520780777,-0.371292141760359,0.0115779184496276,0.649815999853047,-1.02168001995839,0.312741529415856
"AT1G29640",-0.271101574649111,1.43696773635057,0.154055316079237,1.83068449845997,-0.554427196587981,-0.80325835174655,-0.852549909033383,-0.0430519735325204,-0.897318545340234
"AT1G29920",-0.877097285940874,-0.787363686876406,-0.868946167998265,-0.556004111368647,0.24535860457719,0.663057428328543,-0.683237117136202,1.92098136743399,0.943250968980675
"AT1G30040",-1.05977738585343,-0.340383079684327,-0.842294120766814,2.00179629260541,-0.642680277845931,0.498357155229644,-0.117606311369256,-0.537007226587866,1.03959495427257
"AT1G30100",-0.119885346188736,-1.41349560836569,0.285310073194189,-1.22976740066501,0.732965567933458,0.978117172937259,1.39525089178257,0.300466888375614,-0.92896223900366
"AT1G30135",-1.16974730529618,1.87894158498294,0.941295674410511,0.550874197507101,-0.594911632418319,-0.532945320056415,-0.560569103324101,-0.899908557339569,0.38697046153403
"AT1G30330",0.521004140262077,1.04083631246579,0.67416188363536,0.85662203388035,0.121543481307885,-0.851724180939163,-0.0445727112481362,-0.151845020676157,-2.166025938688
"AT1G30650",1.98776211915415,-0.207178635499956,-0.655042740307479,0.202681409952543,-0.00529354748949737,-0.51537650418373,1.02906765718882,-1.43041863253609,-0.406201126278762
"AT1G30970",-1.15358251552055,0.18427726720776,0.287445052071533,-1.01185181669798,-1.10585891380847,-0.0183753003245924,0.235611673463035,0.614476731283851,1.96785782232541
"AT1G31040",1.01225587077945,0.0473268904479839,1.18639041098548,-1.05035248605758,-0.384498382389539,0.396095932714132,1.09403691207406,-1.54610214801146,-0.755153000542526
"AT1G31310",0.844251915222192,0.803525750589362,1.78498457794945,0.23048555147412,-0.686104568965454,-0.497359716152175,-0.239108338650731,-1.36189499339808,-0.878780178068682
"AT1G31350",-1.4910633778263,1.10897706529736,-0.435291437267087,1.64736529020813,-0.771886783796466,-0.286955075550978,-0.596359511891707,0.0456445099091172,0.77956932091793
"AT1G32240",-0.901634043015184,-0.754019473115612,0.139288712901891,-0.109913907569609,1.74416768337175,-0.0363898409714064,-0.80443343292264,1.50932450150117,-0.786390200180359
"AT1G32540",-0.834062584532949,-0.777351757388965,-0.811375736550082,-0.757633426119208,0.282380176383608,0.585977416917529,0.124913988087433,-0.0547263694454787,2.24187829264811
"AT1G32640",-1.90429748775627,-0.151540434747581,0.40506004733015,-0.217999524642854,-0.0495001982994379,0.872399730077087,-0.104570421643119,-0.58728541957234,1.73773370925436
"AT1G32690",-0.543726896089522,0.831858073301755,-0.812219254212721,2.35893706732747,-0.159768149476877,-0.250321278790579,-0.586374701323634,-0.371116854887312,-0.46726800584858
"AT1G32970",-0.875887092627273,1.38601011093227,0.477128619057982,-0.613434692699438,-0.728006445609163,0.223022177720447,-0.713434076357917,-0.854893042760821,1.69949444234391
"AT1G33240",1.42572434073363,-0.631845643739302,0.729513756266804,0.22931554353152,0.902309510011345,-0.31669047025924,-0.564320632200717,0.15627116360515,-1.93027756794919
"AT1G33600",-1.81625797408592,0.499838533013969,-0.842652774415047,-0.126793662864507,-0.0888493626553231,1.13627377858949,0.0723013248020079,-0.34994838768465,1.51608852529998
"AT1G34180",-0.283494753082368,0.472374473094609,-0.0524437819935812,-0.809359659818114,-0.584472553233539,0.655752865805669,-0.197147717567266,-1.31949344287567,2.11828456967026
"AT1G34520",1.84989479281024,1.02144464171314,-0.276400667946201,0.943033594177833,-0.719339742042203,-0.541264438519316,-0.691888935968245,-0.685896192452142,-0.899583051773106
"AT1G35210",-0.595128332419736,0.324224962052663,2.54308156998521,-0.379868724291228,-0.50422546607655,-0.468229163249134,-0.428572860586872,-0.520687135431548,0.029405150017192
"AT1G35560",-1.12447286318108,-0.527309058654689,-0.844021108354625,0.10906342222654,0.658101028351515,-0.0223179625853416,-0.636393907990046,0.182506068100284,2.20484438208744
"AT1G42550",-1.23368040191836,0.246389378495887,0.299882002456113,1.79558414090682,-0.754147992750911,-0.727593801129153,-0.999349368068574,0.507582373498307,0.865333668509869
"AT1G43160",-0.887796154862827,0.112561040491675,-1.14785815962064,2.11005170497562,-0.157635575194938,-0.339733350060056,-0.594285378525996,0.965461618406789,-0.0607657456096209
"AT1G43700",-0.0517173577235676,-0.345090700355446,-0.0313927966872515,-0.746804457222988,-0.864564216881154,0.775928268406055,0.273742380014985,-1.14899620489708,2.13889508534645
"AT1G44020",-0.573138805565971,-0.0448031430191781,-0.627821807064666,2.61574902622853,-0.177300518668781,-0.455410496758369,-0.327116166107012,-0.245374135276483,-0.164783953768066
"AT1G44050",-0.390240641496895,-0.0304229857712405,-0.58764536844801,2.63918575005769,-0.29960377657284,-0.325410842518159,-0.317688666058927,-0.306763206239736,-0.381410262951882
"AT1G44446",-0.904879334433854,-0.411157629485369,-0.668624106854184,0.468418427202476,-0.248435326388463,-0.169216906723474,-0.844490920407305,2.3063721526486,0.472013644441578
"AT1G44575",-1.02224385846558,-0.394556642967691,-0.660023731550311,0.202509618760959,1.06276101036173,-0.483649047976185,-0.502470161611357,2.14202458138851,-0.344351767940075
"AT1G44830",0.960000100092911,0.803176647705262,1.90365614258746,-0.832240831267073,-0.181745440095914,-0.457052395789846,-0.311101325868237,-0.910490689192304,-0.974202208172259
"AT1G45249",1.10669955892793,0.379403491911228,0.705045041075253,1.63611354889776,-0.68762543804721,-0.700597020109265,-0.762007340370266,-0.335139815566925,-1.3418920267185
"AT1G47655",-0.123583414428112,-0.626971366999251,-0.441454867202131,-0.0687433032945187,-0.645853326959373,-0.0869441020450372,-0.813693463475266,0.316208902043772,2.49103494235992
"AT1G47760",1.0972909499093,0.265027470374854,0.656359786221561,0.123793372344965,0.976388758033037,-1.21885294208404,-0.74981888435699,0.568791092580773,-1.71897960302346
"AT1G48100",-0.333651713741795,-0.149590518274182,-0.498155920652849,0.922565558250715,-0.358874944825932,-0.625929362875138,-0.636825591413208,2.32833573854613,-0.647873245013746
"AT1G48500",-0.543558804940411,-0.222352959102601,-0.748773563334533,2.51112920720937,-0.345798012475331,-0.36529130800514,-0.122089354694497,0.422065553073134,-0.585330757729993
"AT1G49010",-0.972354664298417,-0.0252980079939594,1.06043148396827,-0.344552169650053,0.371474431119896,-0.964498488865804,-0.444224291684554,2.01508459684241,-0.69606288943779
"AT1G49100",1.79890071351749,-0.188209544027738,-1.15525278027173,0.76062748620977,0.232483287751021,-0.552466066070328,0.659119686167015,-0.140288129242319,-1.41491465403318
"AT1G49130",-0.267908545985332,-0.35424412796342,0.0308489583128819,-0.779491563809584,-0.408992719543209,0.138132594503527,0.0217270543127317,-0.877528891488188,2.49745724166059
"AT1G49210",1.60556539710058,-0.0750633606348276,0.691188639012128,-1.80321591487789,-0.145843687428228,0.865306623009156,-0.61785486914946,0.187274040806354,-0.707356867837815
"AT1G49450",2.27761213028322,-0.37486614010413,0.205268028585564,0.555164289710003,0.0936739443210886,-0.929421527427637,-0.633240499865566,-0.187840823000972,-1.00634940250157
"AT1G49530",-0.971296666287479,-0.500520061592986,-0.690654874027676,-0.80049387494042,-0.229104780159105,1.20053302658488,0.268526068078676,-0.286973701386987,2.0099848637311
"AT1G49560",1.00263518293781,0.450402057524699,1.70817841308499,0.0161420797093033,-0.00571644537240724,-0.650534949868762,-0.640114334333782,-0.143098234061169,-1.73789376962069
"AT1G49620",0.881635487321279,-1.21231098109144,0.270467751102864,-1.83532595792228,0.782993588144631,0.0816857594709112,0.317998329995939,1.17389068996639,-0.461034666988303
